date,mktrf,smb,hml,rmw,cma,rf,umd
31.07.2018,0.0319,-0.0192,0.0043,0.0161,0.0043,0.0016,-0.016
31.08.2018,0.0344,0.0065,-0.0408,-0.0028,-0.025,0.0016,0.0531
30.09.2018,0.0006,-0.0252,-0.013,0.0059,0.0124,0.0015,-0.0007
31.10.2018,-0.0768,-0.0451,0.0344,0.0087,0.0345,0.0019,-0.0182
30.11.2018,0.0169,-0.0082,0.0025,-0.006,0.0032,0.0018,-0.0142
31.12.2018,-0.0955,-0.0305,-0.0147,-0.0013,0.0016,0.0019,0.0183
31.01.2019,0.0841,0.0309,-0.0062,-0.0069,-0.0136,0.0021,-0.0868
28.02.2019,0.034,0.0178,-0.0284,0.0024,-0.0147,0.0018,0.0079
31.03.2019,0.011,-0.0354,-0.0407,0.0093,-0.0102,0.0019,0.0218
30.04.2019,0.0396,-0.0113,0.0193,0.0175,-0.0217,0.0021,-0.0261
31.05.2019,-0.0694,-0.0147,-0.0239,-0.0035,0.0178,0.0021,0.0761
30.06.2019,0.0693,0.0037,-0.0108,0.0094,-0.0038,0.0018,-0.0223
31.07.2019,0.0119,-0.0191,0.0014,-0.0008,0.0036,0.0019,0.0268
31.08.2019,-0.0258,-0.033,-0.0499,0.0037,-0.0096,0.0016,0.076
30.09.2019,0.0143,0.0032,0.0671,0.0197,0.0355,0.0018,-0.0685
31.10.2019,0.0206,0.0021,-0.0207,0.0043,-0.0096,0.0015,0.0024
30.11.2019,0.0387,0.005,-0.0186,-0.015,-0.0129,0.0012,-0.0262
31.12.2019,0.0277,0.0096,0.0183,0.0021,0.0131,0.0014,-0.0213
31.01.2020,-0.0011,-0.044,-0.0627,-0.0123,-0.0234,0.0013,0.0556
29.02.2020,-0.0813,-0.0007,-0.0401,-0.0164,-0.0253,0.0012,-0.0025
31.03.2020,-0.1339,-0.0845,-0.1412,-0.0133,0.0122,0.0012,0.0847
30.04.2020,0.1365,0.0282,-0.0127,0.0259,-0.0109,0,-0.0529
31.05.2020,0.0558,0.0192,-0.0495,0.0072,-0.0332,0.0001,0.0085
30.06.2020,0.0245,0.0189,-0.0203,0.0013,0.0037,0.0001,-0.0098
31.07.2020,0.0577,-0.0303,-0.0131,0.0055,0.0106,0.0001,
31.08.2020,0.0763,-0.0094,-0.0295,0.0427,-0.0144,0.0001,
